LAMMPS data file via write_data, version 22 Jul 2025, timestep = 200000, units = real

648 atoms
2 atom types
432 bonds
1 bond types
216 angles
1 angle types

0 18.552 xlo xhi
0 18.552 ylo yhi
0 18.552 zlo zhi

Masses

1 15.9994
2 1.008

Pair Coeffs # lj/cut/coul/long

1 0.155425 3.16549
2 0 1

Bond Coeffs # harmonic

1 529.581 1.012

Angle Coeffs # harmonic

1 37.95 113.24

Atoms # full

136 46 1 -0.82 2.7565739550984643 1.0227065638390345 4.292612216084211 0 0 0
138 46 2 0.41 2.1940783848445653 1.864556722761818 4.176731059960293 0 0 0
137 46 2 0.41 2.1656176908914215 0.17238216575228493 4.431030491816116 0 0 0
648 216 2 0.41 4.00914807392476 1.9530934900641541 3.6102546729187037 0 1 1
647 216 2 0.41 5.574602551957998 1.6243106559267033 3.339093065092569 0 1 1
646 216 1 -0.82 4.900339491881447 2.332820196028451 3.1589480243387267 0 1 1
473 158 2 0.41 4.877916208988393 3.103808416964614 1.2672950686026132 0 0 1
472 158 1 -0.82 5.041226894300233 3.7344407221132547 0.45162234675100604 0 0 1
202 68 1 -0.82 1.266570043665952 3.0170191123317975 2.5985069291346896 0 1 0
222 74 2 0.41 4.443803813699757 5.386033599870449 0.7217398821157238 0 0 0
203 68 2 0.41 1.630340570181401 2.308779622157838 1.9696492540680732 0 1 0
351 117 2 0.41 3.872942424100439 0.34521354844360513 5.514709671062579 0 0 0
470 157 2 0.41 0.9518236578210938 4.775387630531784 5.799881010531888 0 0 0
644 215 2 0.41 5.820100440423892 3.9808449718875236 3.1364335710690963 0 0 1
645 215 2 0.41 5.860470947403895 5.673890756542792 3.295723423472313 0 0 1
362 121 2 0.41 2.3366661845603987 5.589541752268655 4.119194789763626 0 0 0
221 74 2 0.41 3.3946455972466514 5.927405513860149 1.8659033614352158 0 0 0
361 121 1 -0.82 2.6111319251886833 5.4272622791064355 3.16362504309392 0 0 0
469 157 1 -0.82 1.9165441462306325 4.409653896083411 5.850507984105317 0 0 0
204 68 2 0.41 0.44677664055141414 3.3377831643693403 2.1268889413440046 0 1 0
363 121 2 0.41 2.194031148612087 4.529030075846276 2.8941150012971693 0 0 0
156 52 2 0.41 3.3359326534678386 5.408568163973036 6.178725278760175 0 0 -1
260 87 2 0.41 1.380474104008428 0.32822891843592983 0.45894338113604843 0 0 0
259 87 1 -0.82 1.6286632231457638 1.2822321882508367 0.08723581280267781 0 0 0
643 215 1 -0.82 6.384669275301272 4.775130731995355 3.3367205399153854 0 0 1
278 93 2 0.41 6.519775890683346 4.187861012378685 4.799037832072108 0 0 0
555 185 2 0.41 7.922333508091304 5.023389629030303 3.0228992654873292 0 0 1
553 185 1 -0.82 8.91189805743725 5.304050473962004 2.836524586397735 0 0 1
207 69 2 0.41 8.795983721529884 3.61022969219955 2.5896853748086968 0 1 0
554 185 2 0.41 8.85817858336606 6.046839982272656 2.1512498322348566 0 0 1
224 75 2 0.41 11.689487306149593 2.1475155443501905 5.949543646194535 0 0 0
205 69 1 -0.82 8.989457494277659 2.6727900264844235 2.223531593194572 0 1 0
206 69 2 0.41 8.916429130405003 1.9913483213139536 2.938509752792836 0 1 0
388 130 1 -0.82 11.87387827376227 6.0288094106810535 6.013750284202372 0 0 0
543 181 2 0.41 10.732205322442201 4.626563131060419 3.156043796550524 -1 0 1
235 79 1 -0.82 6.373449400567733 0.12874238549192002 3.140534420950579 -1 0 0
236 79 2 0.41 7.350835883312977 0.04008527001748163 2.743568825158217 -1 0 0
277 93 1 -0.82 6.521399320040801 3.926784509919292 5.798413140507434 0 0 0
576 192 2 0.41 9.42073312109272 2.3274110811243824 0.6645839665997524 0 0 1
132 44 2 0.41 11.326368361416893 4.721362982379362 0.9251377430338728 0 0 0
130 44 1 -0.82 11.400504399751341 5.262604396605129 0.01889473404732911 0 0 0
